+====================+===================+=================================================================+
| Launch Setup Clock | Launch Hold Clock | Pin                                                             |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[21]/D                              |
| clk                | clk               | phi_n17/tehb1/data_reg_reg[21]/D                                |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[26]/D                              |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[23]/D                              |
| clk                | clk               | Buffer_14/oehb1/data_reg_reg[14]/D                              |
| clk                | clk               | fork_33/generateBlocks[1].regblock/reg_value_reg/D              |
| clk                | clk               | Buffer_14/oehb1/data_reg_reg[4]/D                               |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[7]/D                               |
| clk                | clk               | Buffer_7/tehb1/full_reg_reg/D                                   |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[2]/D                               |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[15]/D                              |
| clk                | clk               | fork_3/generateBlocks[1].regblock/reg_value_reg/D               |
| clk                | clk               | Buffer_17/tehb1/data_reg_reg[1]/D                               |
| clk                | clk               | fork_3/generateBlocks[0].regblock/reg_value_reg/D               |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[16]/D                              |
| clk                | clk               | Buffer_10/oehb1/data_reg_reg[17]/D                              |
| clk                | clk               | fork_33/generateBlocks[0].regblock/reg_value_reg/D              |
| clk                | clk               | Buffer_10/oehb1/data_reg_reg[13]/D                              |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[9]/D                               |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[17]/D                              |
| clk                | clk               | Buffer_20/oehb1/data_reg_reg[2]/D                               |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[26]/D                              |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[14]/D                              |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[25]/D                              |
| clk                | clk               | Buffer_7/oehb1/validArray_reg[0]/D                              |
| clk                | clk               | Buffer_40/oehb1/data_reg_reg[3]/D                               |
| clk                | clk               | Buffer_6/tehb1/full_reg_reg/D                                   |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[22]/D                              |
| clk                | clk               | Buffer_17/oehb1/data_reg_reg[2]/D                               |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[12]/D                              |
| clk                | clk               | Buffer_10/oehb1/data_reg_reg[12]/D                              |
| clk                | clk               | Buffer_10/oehb1/data_reg_reg[3]/D                               |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[22]/D                              |
| clk                | clk               | Buffer_40/oehb1/data_reg_reg[2]/D                               |
| clk                | clk               | Buffer_7/tehb1/data_reg_reg[3]/D                                |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[11]/D                              |
| clk                | clk               | Buffer_7/tehb1/data_reg_reg[1]/D                                |
| clk                | clk               | Buffer_7/tehb1/data_reg_reg[2]/D                                |
| clk                | clk               | Buffer_10/oehb1/data_reg_reg[20]/D                              |
| clk                | clk               | Buffer_6/oehb1/validArray_reg[0]/D                              |
| clk                | clk               | phiC_28/oehb1/full_reg_reg/D                                    |
| clk                | clk               | phiC_28/fork_C1/generateBlocks[0].regblock/reg_value_reg/D      |
| clk                | clk               | Buffer_14/tehb1/data_reg_reg[18]/D                              |
| clk                | clk               | fork_32/generateBlocks[4].regblock/reg_value_reg/D              |
| clk                | clk               | fork_32/generateBlocks[1].regblock/reg_value_reg/D              |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[30]/D                              |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[4]/D                               |
| clk                | clk               | Buffer_10/oehb1/data_reg_reg[28]/D                              |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[2]/D                               |
| clk                | clk               | Buffer_14/oehb1/data_reg_reg[30]/D                              |
| clk                | clk               | Buffer_17/oehb1/data_reg_reg[0]/D                               |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[31]/D                              |
| clk                | clk               | Buffer_14/tehb1/data_reg_reg[5]/D                               |
| clk                | clk               | phi_n17/tehb1/data_reg_reg[26]/D                                |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[20]/D                              |
| clk                | clk               | Buffer_16/tehb1/data_reg_reg[6]/D                               |
| clk                | clk               | load_12/Buffer_1/full_reg_reg/D                                 |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[26]/D                              |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[29]/D                              |
| clk                | clk               | Buffer_11/oehb1/data_reg_reg[21]/D                              |
| clk                | clk               | Buffer_13/oehb1/data_reg_reg[2]/D                               |
| clk                | clk               | phi_1/tehb1/data_reg_reg[0]/D                                   |
| clk                | clk               | Buffer_14/tehb1/data_reg_reg[25]/D                              |
| clk                | clk               | Buffer_10/tehb1/data_reg_reg[3]/D                               |
+--------------------+-------------------+-----------------------------------------------------------------+
